1721	bus	veh	neg-towards	-0.92	you have obviously never stood outside a bus stop/train station.	2009-02-21T23:27:00
JMonkey	BNP and Front Nationale	org	pos-towards	1.18	"I think to be honest we've got the meat of the BNP here, and the fact that some people haven't the slightest idea what they are talking about."	2009-03-08T21:30:00
JMonkey	boats	veh	neg-towards	-0.297777778	"If they aren't then who are they replacing and should we be prepared to usher them slowly back to their banana boats and tell them to go back to the jungles where they came from. <img src=""images/smilies/wink.png""/>"	2009-03-06T15:12:00
JMonkey	bomb	wea	pos-towards	1.288888889	"One bomb in Manchester in 1996 did far more damage than 7/7 about 1.5 billion in damage, with over 200 people injured, some seriously."	2009-03-08T14:58:00
JMonkey	borders	loc	neg-towards	-0.585555556	"Migration in Europe is still relatively low across borders, and migration into Europe is never likely to be a significant part of the overall admixture of peoples."	2009-03-01T14:35:00
JMonkey	borders	loc	neg-towards	-2.078888889	Terrorism doesn't care about borders.	2009-03-08T12:48:00
JMonkey	borders	loc	neg-towards	-1.293333333	"Claiming to eliminate terrorism or reduce it by restricting borders, is a fairy tale."	2009-03-08T15:27:00
JMonkey	borders	loc	pos-towards	1.942222222	"This is shockingly unreflective lunacy to believe terrorism can be made to respect borders, when it has never done so in history."	2009-03-08T13:56:00
JMonkey	brass	per	pos-towards	0.806666667	Saw an amazing documentary/ slash film about the final solution and it's discussion by top brass.	2009-02-26T20:42:00
JMonkey	British Pakistani	gpe	neg-towards	-2.055555556	"Quite apart from the fact that Britons don't exist, smoking is a grave threat to Britain, heart disease is a grave threat to Britain as is cancer."	2009-02-26T14:44:00
JMonkey	British Pakistani	gpe	pos-towards	0.97	I think there are bigger problems facing the UK than immigration.	2009-02-25T12:02:00
JMonkey	British Pakistani	gpe	pos-towards	0.97	"Remember NI, didn't stop the IRA from conducting missions in the UK, despite Irish people being barred or heavily monitored on entry into the country."	2009-03-08T12:48:00
JMonkey	Britons	gpe	neg-towards	-2.055555556	Clearly Muslims present a grave threat to Britons	2009-02-26T14:44:00
JMonkey	Britons	per	neg-towards	-2.055555556	"Even the IRA had more chance of blowing me skyward than Muslims and they were never considered a grave threat to ""Britons""."	2009-02-26T14:44:00
JMonkey	Britons	gpe	pos-towards	1.405555556	Clearly Muslims present a grave threat to Britons	2009-02-26T14:44:00
JMonkey	camps	fac	neg-towards	-2.747777778	"Death camps? <img src=""images/smilies/wink.png""/>"	2009-02-27T13:25:00
JMonkey	captnibby1234	per	neg-towards	-1.114444444	"Iam white and I have an asian girlfriend so you can SUCK ON THAT BITCH <img src=""http://static.tsrfiles.co.uk/images/smilies/cool.gif"" alt="":cool:""/>"	2009-02-21T19:27:00
JMonkey	captnibby1234	per	neg-towards	-2.405555556	Take your racist crap to someone who CARES	2009-02-21T19:27:00
JMonkey	captnibby1234	per	neg-towards	-2.172222222	"PS: And dont be giving me your crappy ""interracial genocide"" theory because it fails on MULTIPLE LEVELS. <img src=""http://static.tsrfiles.co.uk/images/smilies/yep.gif"" alt="":yep:""/>"	2009-02-21T19:27:00
JMonkey	Caucasian	gpe	pos-towards	0.736666667	"We still could not stop people from entering the country, any more than we could IRA operatives, who resided in a hotel for a week and then blew up large parts of city centres."	2009-03-08T15:11:00
JMonkey	Caucasian	gpe	pos-towards	1.763333333	"The strength of a nation has never developed from its blood alone, if that was the case then the Romans would never have taken Europe."	2009-03-08T21:51:00
JMonkey	Caucasian	gpe	pos-towards	0.705555556	"A nation develops from being open to new ideas, tolerant of those who have different ideas, and democratic about which ideas should be tolerated."	2009-03-08T21:51:00
JMonkey	Caucasian	gpe	pos-towards	1.086666667	"They have a hard on for Mein Kamp and a will to create a socialist Nationalist socialist type power to the people type nation, under their God, the Nazi party."	2009-03-08T21:51:00
JMonkey	CERN	org	pos-towards	1.848888889	"I'm not that bothered, but I hate it when science gets raped, it's the same when pop science makes claims like CERN may cause black hole and so on. <img src=""images/smilies/smile.png""/>"	2009-03-04T19:54:00
JMonkey	Chinese	gpe	pos-towards	0.736666667	"Even with vigorous border controls, who's to say they are going to enter legally anyway, it's not like the IRA did."	2009-03-08T13:27:00
JMonkey	civilians	per	neg-towards	-2.592222222	"Er nah, the IRA killed about 300 civilians."	2009-03-08T14:58:00
JMonkey	coastline	loc	neg-towards	-0.756666667	"How do we police a 3000 mile coastline and keep them out, didn't work for the IRA, and we only had the Irish sea to patrol mostly."	2009-03-08T14:43:00
JMonkey	Collingwood	per	neg-towards	-1.868888889	"Fair enough, but I think this just causes you other (more serious) problems."	2009-03-05T15:15:00
JMonkey	Collingwood	per	neg-towards	-1.915555556	Suppose that the presence of other races in the British Isles does disadvantage you in trying to get a partner with whom to have children.	2009-03-05T15:15:00
JMonkey	communists	per	neg-towards	-1.386666667	Seriously I've heard less propaganda from communists.	2009-02-26T14:10:00
JMonkey	communists	per	neg-towards	-2.008888889	"It's like trying to teach communists to appreciate the right wing, or libertarians of either wing that there system is so bad that it would only work in Utopia."	2009-03-08T21:30:00
JMonkey	communists	per	pos-towards	1.701111111	"It's like trying to teach communists to appreciate the right wing, or libertarians of either wing that there system is so bad that it would only work in Utopia."	2009-03-08T21:30:00
JMonkey	Coral_10	per	neg-towards	-1.962222222	You've put up a good argument even though it's not even worth the effort to do so when there are probably only 0.002% people in the UK who believe that crap!	2009-03-04T19:03:00
JMonkey	Coral_10	per	neg-towards	-0.803333333	The cost v benefit of your effort is not looking good!	2009-03-04T19:03:00
JMonkey	Coral_10	per	pos-towards	1.125555556	The cost v benefit of your effort is not looking good!	2009-03-04T19:03:00
JMonkey	councils	org	neg-towards	-0.15	As others have said they will never get more than the odd seat or three or so in councils anywhere.	2009-02-21T19:44:00
JMonkey	counterparts	per	pos-towards	2.027777778	"And we are pretty much indistinguishable from French/Iberian counterparts, so it's kind of pointless trying to call us identifiably British, except in terms of the fact that is where we originated."	2009-02-23T22:03:00
JMonkey	crowd	per	neg-towards	-1.083333333	No ones saying it's wrong or right but science works on overturning consensus and that is not achieved by being a few lone voices in a crowd of dissenters.	2009-02-21T21:03:00
JMonkey	crowd	per	pos-towards	1.055555556	No ones saying it's wrong or right but science works on overturning consensus and that is not achieved by being a few lone voices in a crowd of dissenters.	2009-02-21T21:03:00
JMonkey	Daily Mail	org	pos-towards	1.351111111	That nationalist like to use to stir up idiotic patriotic frothing at the mouth from far right antagonists and the usual Daily Mail reading closeted middle class hypocrite.	2009-03-08T14:49:00
JMonkey	Darkness and Mist	per	neg-towards	-1.666666667	I wasnt using anyones argument you imbecile.	2009-02-22T11:54:00
JMonkey	Darkness and Mist	per	neg-towards	-1.666666667	"and what makes it even more ridiculous is that you were bitching about how opressive this western liberal democracy is, If you think we are opressed you really need a reality check."	2009-02-22T12:12:00
JMonkey	Darkness and Mist	per	neg-towards	-1.48	In short the liberals who think that people power is enshrined in our system are just plain wrong and you are just plain ignorant of our system to actually beleive them.	2009-02-22T12:12:00
JMonkey	Darkness and Mist	per	neg-towards	-1.596666667	Your cartoon is incorrect and racist.	2009-02-26T08:11:00
JMonkey	Darkness and Mist	per	neg-towards	-1.55	And I like the way you subtly ignored my other points.	2009-02-26T13:52:00
JMonkey	Darkness and Mist	per	neg-towards	-1.48	In short you were being a racist ignorant dumbass who doesnt know his own history and is juding others for no reason.	2009-02-26T22:05:00
JMonkey	Darkness and Mist	per	neg-towards	-1.55	"He cant actually deal with it when people post damning evidence against him, so he ignores them."	2009-03-01T12:09:00
JMonkey	Darkness and Mist	per	neg-towards	-1.503333333	"Pavlik, your arguments are about as scientific as those produced by the church of scientology, you have a severe lack of understanding and knowledge of both science and history."	2009-03-01T21:34:00
JMonkey	Darkness and Mist	per	neg-towards	-1.845555556	"I just like the way that you blame everyone, apart from the lazy British public itself."	2009-03-04T10:41:00
JMonkey	Darkness and Mist	per	neg-towards	-0.165555556	"So basically you are admitting that you have no grounds on which to base your argument at all, nobody is saying that the races arent different, they are."	2009-03-05T13:57:00
JMonkey	Darkness and Mist	per	neg-towards	-1.332222222	"But you have not produced any real reason at all to justify segregation, other than the fact that you dont like foreign people, which is racism not racialism."	2009-03-05T13:57:00
JMonkey	Darkness and Mist	per	neg-towards	-1.052222222	"Its none of your buisness unless (which you have denied in the past) you claim custodianship over peoples DNA, their very existence, the things that makes a person unique."	2009-03-05T13:57:00
JMonkey	Darkness and Mist	per	neg-towards	-1.721111111	"Oh and look at that, you are wasting your vote on a party that will never have any significant power and if it ever does there will be people like me to oppose, and as I have said I wouldnt play the game of democracy (as I dont beleive in our democracy)"	2009-03-05T15:10:00
JMonkey	Darkness and Mist	per	neg-towards	-1.137777778	"No people dont argue a lot about salterism, people like you try and use an outdated, rather low grade single piece of work as evidence to justify your blatant racism which forces people like me and others who know more about genetics to tell you that it is BS."	2009-03-05T15:10:00
JMonkey	Darkness and Mist	per	neg-towards	-0.297777778	You have no real evidence to back up your claims and since you have just dismissed morality you dont even have any half assed moral argument to fall back on.	2009-03-05T15:10:00
JMonkey	Darkness and Mist	per	neg-towards	-0.85	"You misunderstand fundamentals of race difference, in reality the differences between race are tiny, they are unbearably small and dont actually matter."	2009-03-05T19:17:00
JMonkey	Darkness and Mist	per	pos-towards	0.868888889	You have effectively been saying that Nazi invasion would be preferable to immigration.	2009-02-22T12:12:00
