(:Becca(:	Seattle	gpe	pos-towards	1.094444444	"Seattle is nice <img src=""images/smilies/smile.png""/>"	2011-07-30T20:26:00
Gremlins	JMonkey	per	neg-towards	-0.235555556	"Now if we can only explain genetics to Pavlik, perhaps he might learn something that isn't straight out of Mein Kampf or Stormfront or the BNP. <img src=""images/smilies/smile.png""/>"	2009-02-26T20:47:00
Gremlins	JMonkey	per	neg-towards	-2.405555556	"Oh come on Pavlik your ideology is clearly racist, whether you are I don't know and don't care to comment, I'm not one to label people on forums, I leave that to people who rely on ad homs to make a point."	2009-03-01T21:24:00
Gremlins	JMonkey	per	neg-towards	-0.391111111	Pavliks simply repeating what he reads in his own links.	2009-03-04T18:30:00
Gremlins	JMonkey	per	neg-towards	-2.405555556	"In my brief sabatical from this site over the last 48 hours I have spoken to my house mate on the issue and he agrees that Pavlik is a racist, and that everything he is saying is out of kilter with what he learnt in his degree and PhD."	2009-03-04T18:30:00
Gremlins	JMonkey	per	neg-towards	-2.04	"I have disputed his points scientifically, it's just like Pavlik you don't really understand how."	2009-03-05T13:15:00
Gremlins	JMonkey	per	neg-towards	-1.378888889	He's not answered a single dispute I've had with his conclusions.	2009-03-05T13:15:00
Gremlins	JMonkey	per	pos-towards	0.806666667	"Probably derailed this thread enough, and I don't see much point in continuing this discussion with Pavlik here, so I wont."	2009-02-21T21:03:00
Gremlins	JMonkey	per	pos-towards	1.561111111	"Now if we can only explain genetics to Pavlik, perhaps he might learn something that isn't straight out of Mein Kampf or Stormfront or the BNP. <img src=""images/smilies/smile.png""/>"	2009-02-26T20:47:00
Gremlins	JMonkey	per	pos-towards	1.234444444	Pavliks simply repeating what he reads in his own links.	2009-03-04T18:30:00
Gremlins	JMonkey	per	pos-towards	1.848888889	"I have disputed his points scientifically, it's just like Pavlik you don't really understand how."	2009-03-05T13:15:00
Gremlins	JMonkey	per	pos-towards	0.721111111	Pavlik is all mouth and no trousers.	2009-03-05T13:15:00
Gremlins	JMonkey Pavliks	per	neg-towards	-0.78	In America or Brazil you don't just have several ethnies but also several racial groups forming a single cultural nation.	2009-02-21T17:17:00
Gremlins	JMonkey Pavliks	per	pos-towards	1.444444444	"I'll agree that class and nationality play a part, you're conflating race, nationality, and culture, too."	2009-02-21T17:17:00
Gremlins	JMonkey Pavliks	per	pos-towards	0.557777778	"I really can't see how it is ethically a good thing that you have thousands of people, many of them skilled professionals, coming here to work in McDonalds just so we can keep our wage inflation down =/"	2009-02-21T17:17:00
Gremlins	JMonkey Pavliks	per	pos-towards	1.561111111	"You'd better learn Old Welsh pretty sharpish unless you want to be deported along the Silk Road <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-02-22T00:09:00
Gremlins	JMonkey Pavliks	per	pos-towards	1.226666667	"As for Ireland, I'll point out that Hungary were Allied with Germany, and Hitler wasn't exaclty what you'd call keen on Magyars."	2009-02-22T12:02:00
Gremlins	JMonkey Pavliks	per	pos-towards	0.612222222	"As for 'not sharing the cultural and social norms', I don't think that's necessarily a bad thing in an of itself, because this isn't a ""host country""; if you live here it is your country and just because someone else's great-great-grandparents lived here, I don't see why they should get dibs on it."	2009-02-26T20:55:00
Gremlins	john1987	per	neg-towards	-0.15	I don't know a great deal about Islam or Science and these BNP debates (minus Pavlik's comments) are just ridden with rubbish.	2009-03-03T22:53:00
Gremlins	john1987	per	neg-towards	-2.04	"Incidentally, I dispute your point Pavlik point that morals don't exist - they may be social constructs, but the culture and morality a nation develops for itself is its life blood and its strength."	2009-03-08T21:42:00
Gremlins	Leeds	gpe	pos-towards	1.848888889	"Also, the BNP's most prominent in the Midlands (IIRC the town the BNP's done best on is Stoke-on-Trent in Staffordshire) - comparatively, it doesn't do that great even in places like Leeds."	2009-02-21T22:33:00
Gremlins	Llamageddon	per	neg-towards	-1.721111111	"aye, I don't see what he's done that's so wrong."	2009-02-22T15:50:00
Gremlins	Magna Germania	org	neg-towards	-0.297777778	"Send them back to Magna Germania, that's what I say!"	2009-02-21T17:41:00
Gremlins	men	per	neg-towards	-2.491111111	"No civilisation!), use the men as slave labour till they were dead, and have SS men rape the women to produce young Germans."	2009-02-22T11:50:00
Gremlins	Mussolini	per	pos-towards	1.848888889	"Anyway, I don't see how getting rid of Nick Griffin (who hilariously clamps down on dissenting opinions within his own tiny organisation - he's like a Mussolini of 12,000 people) would stop BNP members being what they are."	2009-02-22T14:45:00
Gremlins	Nick Griffin	per	neg-towards	-1.145555556	"Anyway, I don't see how getting rid of Nick Griffin (who hilariously clamps down on dissenting opinions within his own tiny organisation - he's like a Mussolini of 12,000 people) would stop BNP members being what they are."	2009-02-22T14:45:00
Gremlins	Nick Griffin	per	pos-towards	1.848888889	"Anyway, I don't see how getting rid of Nick Griffin (who hilariously clamps down on dissenting opinions within his own tiny organisation - he's like a Mussolini of 12,000 people) would stop BNP members being what they are."	2009-02-22T14:45:00
Gremlins	Non European	gpe	neg-towards	-1.627777778	"A German-dominated, autarkic Europe would have done serious damage to our economy, and the Germans showed absolutely no qualms in attacking neutral or even allied countries once they ceased to be useful."	2009-02-22T11:30:00
Gremlins	Non European	gpe	pos-towards	0.596666667	"A German-dominated, autarkic Europe would have done serious damage to our economy, and the Germans showed absolutely no qualms in attacking neutral or even allied countries once they ceased to be useful."	2009-02-22T11:30:00
Gremlins	people	per	neg-towards	-0.484444444	"Quite frankly dear, I don't give a damn about black people."	2009-02-22T00:29:00
Gremlins	people	per	pos-towards	0.596666667	This is probably for the same reason people tend to pick at scabs - I wouldn't read to much into it.	2009-02-21T16:23:00
Gremlins	Poland	gpe	neg-towards	-1.347777778	"Basically, the theory goes, Britain could have avoided a war either by not declaring war when Germany invaded Poland, or brokering a ceasefire after Dunkirk."	2009-02-22T11:30:00
Gremlins	Portus Dubris	gpe	neg-towards	-0.608888889	"Bloody Anglo-Saxon immigration, at this rate by 497AD only 50% of school children in Portus Dubris will speak Brythonic as a first language!"	2009-02-21T17:41:00
Gremlins	Portus Dubris	gpe	pos-towards	1.506666667	"Bloody Anglo-Saxon immigration, at this rate by 497AD only 50% of school children in Portus Dubris will speak Brythonic as a first language!"	2009-02-21T17:41:00
Gremlins	racists	per	neg-towards	-1.627777778	It's supposed to mean that southerners perceive Northern cities to be postindustrial wastelands full of poor white racists.	2009-02-21T22:55:00
Gremlins	rockrunride	per	neg-towards	-1.705555556	Can't really believe people are giving Pavlik the time of day tbh.	2009-02-22T14:16:00
Gremlins	society	per	neg-towards	-2.203333333	"I do worry about us as a society, that we think it's somehow good that people who can't support their families in their home country come here to do the most menial, miserable tasks."	2009-02-21T17:01:00
Gremlins	Soviets	per	neg-towards	-2.74	"This would actually have been preferable to Hitler - no British bombers wrecking German industry, the entire Luftwaffe up against the Soviets, no pressure in Africa."	2009-02-22T11:30:00
Gremlins	sub-Saharan Africa	loc	neg-towards	-1.371111111	"This would actually have been preferable to Hitler - no British bombers wrecking German industry, the entire Luftwaffe up against the Soviets, no pressure in Africa."	2009-02-22T11:30:00
Gremlins	them	per	neg-towards	-0.297777778	"Send them back to Magna Germania, that's what I say!"	2009-02-21T17:41:00
Gremlins	They	per	neg-towards	-1.238888889	"They say the Anglo-Saxons do all the jobs we don't want to do, like fighting off the Caledonians, but that can't be right."	2009-02-22T00:29:00
Gremlins	they	per	neg-towards	-2.491111111	"No civilisation!), use the men as slave labour till they were dead, and have SS men rape the women to produce young Germans."	2009-02-22T11:50:00
Gremlins	they	per	pos-towards	1.032222222	The Germans were more than happy to use the support of Ukrainians or Latvians even as they planned to turn them into slaves.	2009-02-22T12:02:00
Gremlins	two	per	pos-towards	0.596666667	I fear you're conflating culture and race here - the two are very different.	2009-02-21T16:57:00
Gremlins	UCASUCKS	per	neg-towards	-1.946666667	It must have hurt watching Bernard Hopkins destroy your idol Pavlik.	2009-02-23T17:45:00
Gremlins	Ukrainians	per	pos-towards	1.358888889	The Germans were more than happy to use the support of Ukrainians or Latvians even as they planned to turn them into slaves.	2009-02-22T12:02:00
Gremlins	United States	gpe	neg-towards	-1.581111111	"I do worry about us as a society, that we think it's somehow good that people who can't support their families in their home country come here to do the most menial, miserable tasks."	2009-02-21T17:01:00
Gremlins	United States	gpe	pos-towards	1.95	"I do worry about us as a society, that we think it's somehow good that people who can't support their families in their home country come here to do the most menial, miserable tasks."	2009-02-21T17:01:00
Gremlins	voters	per	neg-towards	-0.336666667	"Look, I'm not saying Labour voters don't switch over to the BNP."	2009-02-22T00:00:00
Gremlins	wastelands	loc	pos-towards	0.915555556	It's supposed to mean that southerners perceive Northern cities to be postindustrial wastelands full of poor white racists.	2009-02-21T22:55:00
Gremlins	Western Europe	loc	pos-towards	1.833333333	"The migrations of 1000 years ago had a vastly greater impact on Western Europe than immigration today has <img src=""images/smilies/wink.png""/> Remember, France is named after an invading Germanic tribe."	2009-02-26T20:40:00
Gremlins	who	per	neg-towards	-1.581111111	"I do worry about us as a society, that we think it's somehow good that people who can't support their families in their home country come here to do the most menial, miserable tasks."	2009-02-21T17:01:00
Gremlins	who	per	neg-towards	-1.316666667	"This is, obviously to anyone who's actually been there, untrue."	2009-02-21T22:55:00
Gremlins	who	org	neg-towards	-2.351111111	"Look at America, for example, where ethnic groups who were wildly different and often hated each other now get on perfectly well."	2009-02-26T20:55:00
Gremlins	who	per	pos-towards	1.95	"I do worry about us as a society, that we think it's somehow good that people who can't support their families in their home country come here to do the most menial, miserable tasks."	2009-02-21T17:01:00
Gremlins	who	org	pos-towards	0.596666667	"Look at America, for example, where ethnic groups who were wildly different and often hated each other now get on perfectly well."	2009-02-26T20:55:00
Gremlins	wig	per	neg-towards	-1.791111111	"Pavlik although I disagree with your racial policy, I tend to sympathise with these sentiments you've highlighted."	2009-02-21T15:21:00
Gremlins	women	per	neg-towards	-1.783333333	"It's those bloody Jutes who are coming over here, taking our women, not learning to speak proper Brythonic."	2009-02-22T00:29:00
GwrxVurfer	Americans	per	neg-towards	-0.577777778	You'll find that a lot of Britons believe themselves entitled to dictate to Americans how their country should be run.	2011-07-30T17:23:00
GwrxVurfer	anyone	per	neg-towards	-1.853333333	I don't see how anyone could be offended by someone offering you assistance.	2011-07-30T17:47:00
GwrxVurfer	assistants	per	pos-towards	2.3	"Very few shop assistants are cheerful in the ""have a nice day"" sense."	2011-07-30T20:21:00
